Tag,Region,OS,OSVersion,ImageId,CreationDate,BaseImageId
seedling:custom-cpu-ubuntu,af-south-1,ubuntu,22.04,ami-0a4b5c7d1b2cab9ed,20250122,ami-005fc0f236362e99f
seedling:custom-cpu-ubuntu,ap-east-1,ubuntu,22.04,ami-02ff21a132e112f26,20250122,ami-005fc0f236362e99f
seedling:custom-cpu-ubuntu,ap-northeast-1,ubuntu,22.04,ami-029c769a3b93dcfd7,20250122,ami-005fc0f236362e99f
seedling:custom-cpu-ubuntu,ap-northeast-2,ubuntu,22.04,ami-0266a488825edfff3,20250122,ami-005fc0f236362e99f
seedling:custom-cpu-ubuntu,ap-northeast-3,ubuntu,22.04,ami-05366c8331f41e026,20250122,ami-005fc0f236362e99f
seedling:custom-cpu-ubuntu,ap-south-1,ubuntu,22.04,ami-0a9e7003e2a1725e4,20250122,ami-005fc0f236362e99f
seedling:custom-cpu-ubuntu,ap-south-2,ubuntu,22.04,ami-0c91a3edf529f9cab,20250122,ami-005fc0f236362e99f
seedling:custom-cpu-ubuntu,ap-southeast-1,ubuntu,22.04,ami-0611abbb01fce13ff,20250122,ami-005fc0f236362e99f
seedling:custom-cpu-ubuntu,ap-southeast-2,ubuntu,22.04,ami-0f8b3f921d93284a3,20250122,ami-005fc0f236362e99f
seedling:custom-cpu-ubuntu,ap-southeast-3,ubuntu,22.04,ami-0a4d44435af41004e,20250122,ami-005fc0f236362e99f
seedling:custom-cpu-ubuntu,ca-central-1,ubuntu,22.04,ami-0e95b170b6883be08,20250122,ami-005fc0f236362e99f
seedling:custom-cpu-ubuntu,eu-central-1,ubuntu,22.04,ami-09baa959fbb8949b2,20250122,ami-005fc0f236362e99f
seedling:custom-cpu-ubuntu,eu-central-2,ubuntu,22.04,ami-072d9e6d01bc80dd8,20250122,ami-005fc0f236362e99f
seedling:custom-cpu-ubuntu,eu-north-1,ubuntu,22.04,ami-099ad0627fcea09c0,20250122,ami-005fc0f236362e99f
seedling:custom-cpu-ubuntu,eu-south-1,ubuntu,22.04,ami-0ccf775ae7afb2cca,20250122,ami-005fc0f236362e99f
seedling:custom-cpu-ubuntu,eu-south-2,ubuntu,22.04,NEED_FALLBACK,20250122,ami-005fc0f236362e99f
seedling:custom-cpu-ubuntu,eu-west-1,ubuntu,22.04,ami-095f68eb6a7ac0de7,20250122,ami-005fc0f236362e99f
seedling:custom-cpu-ubuntu,eu-west-2,ubuntu,22.04,ami-09f49b1b437603525,20250122,ami-005fc0f236362e99f
seedling:custom-cpu-ubuntu,eu-west-3,ubuntu,22.04,ami-0ba86f42bdef76fd8,20250122,ami-005fc0f236362e99f
seedling:custom-cpu-ubuntu,me-central-1,ubuntu,22.04,ami-03ac7787b15b138c3,20250122,ami-005fc0f236362e99f
seedling:custom-cpu-ubuntu,me-south-1,ubuntu,22.04,ami-0b9669bacf9978688,20250122,ami-005fc0f236362e99f
seedling:custom-cpu-ubuntu,us-east-1,ubuntu,22.04,ami-04dda777bf5e5aaa3,20250122,ami-005fc0f236362e99f
seedling:custom-cpu-ubuntu,us-east-2,ubuntu,22.04,ami-0b277d0584b1943ee,20250122,ami-005fc0f236362e99f
seedling:custom-cpu-ubuntu,us-west-1,ubuntu,22.04,ami-03be1dc11b8c25e91,20250122,ami-005fc0f236362e99f
seedling:custom-cpu-ubuntu,us-west-2,ubuntu,22.04,ami-04b4a665053dab17b,20250122,ami-005fc0f236362e99f
seedling:custom-gpu-ubuntu,af-south-1,ubuntu,22.04,ami-0a2cd7db0adc717d3,20250122,ami-005fc0f236362e99f
seedling:custom-gpu-ubuntu,ap-east-1,ubuntu,22.04,ami-04692189310e111ec,20250122,ami-005fc0f236362e99f
seedling:custom-gpu-ubuntu,ap-northeast-1,ubuntu,22.04,ami-07de526f500c79929,20250122,ami-005fc0f236362e99f
seedling:custom-gpu-ubuntu,ap-northeast-2,ubuntu,22.04,ami-0bf8b1a63643ee942,20250122,ami-005fc0f236362e99f
seedling:custom-gpu-ubuntu,ap-northeast-3,ubuntu,22.04,ami-06526fa6ac97f1804,20250122,ami-005fc0f236362e99f
seedling:custom-gpu-ubuntu,ap-south-1,ubuntu,22.04,ami-0ef4db73acf9185b2,20250122,ami-005fc0f236362e99f
seedling:custom-gpu-ubuntu,ap-south-2,ubuntu,22.04,ami-0287dfe0d8fc2c80f,20250122,ami-005fc0f236362e99f
seedling:custom-gpu-ubuntu,ap-southeast-1,ubuntu,22.04,ami-0cc08f2246af43450,20250122,ami-005fc0f236362e99f
seedling:custom-gpu-ubuntu,ap-southeast-2,ubuntu,22.04,ami-0b3f93d9e7d238112,20250122,ami-005fc0f236362e99f
seedling:custom-gpu-ubuntu,ap-southeast-3,ubuntu,22.04,ami-0a5733ea7f4e5c711,20250122,ami-005fc0f236362e99f
seedling:custom-gpu-ubuntu,ca-central-1,ubuntu,22.04,ami-0ee796c803ab7d38d,20250122,ami-005fc0f236362e99f
seedling:custom-gpu-ubuntu,eu-central-1,ubuntu,22.04,ami-0c312294380726d68,20250122,ami-005fc0f236362e99f
seedling:custom-gpu-ubuntu,eu-central-2,ubuntu,22.04,ami-01bcde8ad3f002895,20250122,ami-005fc0f236362e99f
seedling:custom-gpu-ubuntu,eu-north-1,ubuntu,22.04,ami-0d0b12bfff5de3ee4,20250122,ami-005fc0f236362e99f
seedling:custom-gpu-ubuntu,eu-south-1,ubuntu,22.04,ami-003141a87f318ed57,20250122,ami-005fc0f236362e99f
seedling:custom-gpu-ubuntu,eu-south-2,ubuntu,22.04,NEED_FALLBACK,20250122,ami-005fc0f236362e99f
seedling:custom-gpu-ubuntu,eu-west-1,ubuntu,22.04,ami-0a2f86f23ef8a76f9,20250122,ami-005fc0f236362e99f
seedling:custom-gpu-ubuntu,eu-west-2,ubuntu,22.04,ami-025a8e4ec80c58ea6,20250122,ami-005fc0f236362e99f
seedling:custom-gpu-ubuntu,eu-west-3,ubuntu,22.04,ami-03294b46266c4407b,20250122,ami-005fc0f236362e99f
seedling:custom-gpu-ubuntu,me-central-1,ubuntu,22.04,ami-0910eb4313ff9bf6e,20250122,ami-005fc0f236362e99f
seedling:custom-gpu-ubuntu,me-south-1,ubuntu,22.04,ami-0c1131e03f88fe79e,20250122,ami-005fc0f236362e99f
seedling:custom-gpu-ubuntu,us-east-1,ubuntu,22.04,ami-0e0e1f48b1cf8a438,20250122,ami-005fc0f236362e99f
seedling:custom-gpu-ubuntu,us-east-2,ubuntu,22.04,ami-06107816eeb8f7ae4,20250122,ami-005fc0f236362e99f
seedling:custom-gpu-ubuntu,us-west-1,ubuntu,22.04,ami-00313bc2b38e67d1f,20250122,ami-005fc0f236362e99f
seedling:custom-gpu-ubuntu,us-west-2,ubuntu,22.04,ami-0cae6ddc27ebdc7a8,20250122,ami-005fc0f236362e99f
seedling:gpu-ubuntu-1804,af-south-1,ubuntu,18.04,ami-0410fd3176edff923,20221114
seedling:gpu-ubuntu-1804,ap-east-1,ubuntu,18.04,ami-0f90429458fd28381,20221114
seedling:gpu-ubuntu-1804,ap-northeast-1,ubuntu,18.04,ami-0a243bfc09e1af2dd,20221114
seedling:gpu-ubuntu-1804,ap-northeast-2,ubuntu,18.04,ami-09068c32e90de3fe5,20221114
seedling:gpu-ubuntu-1804,ap-northeast-3,ubuntu,18.04,ami-01f77e31bbaf7da99,20221114
seedling:gpu-ubuntu-1804,ap-south-1,ubuntu,18.04,ami-00d4f395203e8664c,20221114
seedling:gpu-ubuntu-1804,ap-southeast-1,ubuntu,18.04,ami-039e9fe87889a26aa,20221114
seedling:gpu-ubuntu-1804,ap-southeast-2,ubuntu,18.04,ami-0d399ac952cd82df2,20221114
seedling:gpu-ubuntu-1804,ap-southeast-3,ubuntu,18.04,ami-055905796513f39a4,20221114
seedling:gpu-ubuntu-1804,ca-central-1,ubuntu,18.04,ami-039ee36db032bb105,20221114
seedling:gpu-ubuntu-1804,eu-central-1,ubuntu,18.04,ami-0679cfc43e2f826b7,20221114
seedling:gpu-ubuntu-1804,eu-north-1,ubuntu,18.04,ami-0fa7961662d57f497,20221114
seedling:gpu-ubuntu-1804,eu-south-1,ubuntu,18.04,ami-0541142722333c9a7,20221114
seedling:gpu-ubuntu-1804,eu-west-1,ubuntu,18.04,ami-0f531d201ab7473d1,20221114
seedling:gpu-ubuntu-1804,eu-west-2,ubuntu,18.04,ami-01f12eb51db5b2a95,20221114
seedling:gpu-ubuntu-1804,eu-west-3,ubuntu,18.04,ami-04bdf2635e532ff18,20221114
seedling:gpu-ubuntu-1804,me-central-1,ubuntu,18.04,ami-0b3a50824d94a0e83,20221114
seedling:gpu-ubuntu-1804,me-south-1,ubuntu,18.04,ami-04f0d5c2cf3038abf,20221114
seedling:gpu-ubuntu-1804,us-east-1,ubuntu,18.04,ami-0d8c624d9d0f9af69,20221114
seedling:gpu-ubuntu-1804,us-east-2,ubuntu,18.04,ami-05d40cbc5bf043e8b,20221114
seedling:gpu-ubuntu-1804,us-west-1,ubuntu,18.04,ami-0257857e3e25bf4d8,20221114
seedling:gpu-ubuntu-1804,us-west-2,ubuntu,18.04,ami-059fe31b45cbb1483,20221114
seedling:gpu-ubuntu-2004,af-south-1,ubuntu,20.04,ami-0abc73eadd231f5b8,20231103
seedling:gpu-ubuntu-2004,ap-east-1,ubuntu,20.04,ami-07b9c768e7fd9e1c4,20231103
seedling:gpu-ubuntu-2004,ap-northeast-1,ubuntu,20.04,ami-05494db6fe40e0cfd,20231103
seedling:gpu-ubuntu-2004,ap-northeast-2,ubuntu,20.04,ami-06c2362f3f6842b93,20231103
seedling:gpu-ubuntu-2004,ap-northeast-3,ubuntu,20.04,ami-0d0f85163134c668e,20231103
seedling:gpu-ubuntu-2004,ap-south-1,ubuntu,20.04,ami-071323fe2bf59945b,20231103
seedling:gpu-ubuntu-2004,ap-southeast-1,ubuntu,20.04,ami-052b2045207f966fd,20231103
seedling:gpu-ubuntu-2004,ap-southeast-2,ubuntu,20.04,ami-0ab4b182c87dec1f4,20231103
seedling:gpu-ubuntu-2004,ap-southeast-3,ubuntu,20.04,ami-05e4b487950d33238,20231103
seedling:gpu-ubuntu-2004,ca-central-1,ubuntu,20.04,ami-0806f81daae35b77a,20231103
seedling:gpu-ubuntu-2004,eu-central-1,ubuntu,20.04,ami-04de0c1a97eeeb0cb,20231103
seedling:gpu-ubuntu-2004,eu-north-1,ubuntu,20.04,ami-0fa526e5f242077b7,20231103
seedling:gpu-ubuntu-2004,eu-south-1,ubuntu,20.04,ami-0bb968520723db74e,20231103
seedling:gpu-ubuntu-2004,eu-west-1,ubuntu,20.04,ami-0eee12f2bb3531eab,20231103
seedling:gpu-ubuntu-2004,eu-west-2,ubuntu,20.04,ami-00509eb77c05ed212,20231103
seedling:gpu-ubuntu-2004,eu-west-3,ubuntu,20.04,ami-0412902f1d729aa71,20231103
seedling:gpu-ubuntu-2004,me-central-1,ubuntu,20.04,ami-08684cb12bc6c56c8,20231103
seedling:gpu-ubuntu-2004,me-south-1,ubuntu,20.04,ami-0ae99f0dea3745018,20231103
seedling:gpu-ubuntu-2004,us-east-1,ubuntu,20.04,ami-0ac1f653c5b6af751,20231103
seedling:gpu-ubuntu-2004,us-east-2,ubuntu,20.04,ami-0aa5328ffcf5d34ac,20231103
seedling:gpu-ubuntu-2004,us-west-1,ubuntu,20.04,ami-0bfb2ef7f314185e4,20231103
seedling:gpu-ubuntu-2004,us-west-2,ubuntu,20.04,ami-0c95e55075f3c7f51,20231103
seedling:k80-ubuntu-1804,af-south-1,ubuntu,18.04,,20211208
seedling:k80-ubuntu-1804,ap-east-1,ubuntu,18.04,,20211208
seedling:k80-ubuntu-1804,ap-northeast-1,ubuntu,18.04,,20211208
seedling:k80-ubuntu-1804,ap-northeast-2,ubuntu,18.04,,20211208
seedling:k80-ubuntu-1804,ap-northeast-3,ubuntu,18.04,,20211208
seedling:k80-ubuntu-1804,ap-south-1,ubuntu,18.04,,20211208
seedling:k80-ubuntu-1804,ap-southeast-1,ubuntu,18.04,,20211208
seedling:k80-ubuntu-1804,ap-southeast-2,ubuntu,18.04,,20211208
seedling:k80-ubuntu-1804,ap-southeast-3,ubuntu,18.04,,20211208
seedling:k80-ubuntu-1804,ca-central-1,ubuntu,18.04,,20211208
seedling:k80-ubuntu-1804,eu-central-1,ubuntu,18.04,,20211208
seedling:k80-ubuntu-1804,eu-north-1,ubuntu,18.04,,20211208
seedling:k80-ubuntu-1804,eu-south-1,ubuntu,18.04,,20211208
seedling:k80-ubuntu-1804,eu-west-1,ubuntu,18.04,,20211208
seedling:k80-ubuntu-1804,eu-west-2,ubuntu,18.04,,20211208
seedling:k80-ubuntu-1804,eu-west-3,ubuntu,18.04,,20211208
seedling:k80-ubuntu-1804,me-central-1,ubuntu,18.04,,20211208
seedling:k80-ubuntu-1804,me-south-1,ubuntu,18.04,,20211208
seedling:k80-ubuntu-1804,us-east-1,ubuntu,18.04,,20211208
seedling:k80-ubuntu-1804,us-east-2,ubuntu,18.04,,20211208
seedling:k80-ubuntu-1804,us-west-1,ubuntu,18.04,,20211208
seedling:k80-ubuntu-1804,us-west-2,ubuntu,18.04,,20211208
seedling:k80-ubuntu-2004,af-south-1,ubuntu,20.04,,20211208
seedling:k80-ubuntu-2004,ap-east-1,ubuntu,20.04,,20211208
seedling:k80-ubuntu-2004,ap-northeast-1,ubuntu,20.04,,20211208
seedling:k80-ubuntu-2004,ap-northeast-2,ubuntu,20.04,,20211208
seedling:k80-ubuntu-2004,ap-northeast-3,ubuntu,20.04,,20211208
